Code_Postal;Diff_ConsoResidentiel;Diff_ConsoProfessionel;ConsoResidentielTotal;ConsoProfessionelTotal;Commune;Diff_ConsoIndustriel;ConsoIndustrielTotal;Diff_ConsoTertiaire;ConsoTertiaireTotal
01001;711.414878;269.791178;14482.106241;2767.911205;L'Abergement-Clémenciat;-43.831618;332.306137;30.534295;1464.896874
01002;919.173017;154.476247;5671.667146;994.431339;L'Abergement-de-Varey;0.000000;0.000000;0.000000;0.000000
01004;-59890.034304;-22829.903964;132912.982958;47802.615857;Ambérieu-en-Bugey;-1909.202086;30135.000861;-2843.858405;149756.816414
01006;0.000000;0.000000;0.000000;0.000000;Ambléon;0.000000;0.000000;0.000000;0.000000
01007;4164.899829;18.633512;49019.298790;8042.162213;Ambronay;-174.864527;14011.177354;867.182431;5890.644225
01008;737.949894;21.340819;16666.868049;3126.858474;Ambutrix;0.000000;0.000000;484.015675;824.905611
01009;931.452956;-14.198634;8019.497205;533.944512;Andert-et-Condon;0.000000;0.000000;-12.654403;64.332487
01010;2021.220954;122.788228;20531.928947;3228.733112;Anglefort;-39.328002;687.122875;194.594643;1454.846030
01011;192.424526;26.448445;6350.539824;924.252581;Apremont;0.000000;0.000000;0.000000;0.000000
01012;188.246600;333.394361;5779.434977;1499.740047;Aranc;-176.050957;2229.416513;13.718924;747.444963
01013;10.686821;174.753281;2456.745252;1543.813099;Arandas;0.000000;0.000000;0.000000;0.000000
01014;1840.053399;793.059830;40865.525054;22441.244896;Arbent;-35355.596173;238380.622083;-26973.912433;69427.550918
01015;774.473581;62.946671;9880.040985;713.444835;Arboys en Bugey;469.313691;593.814386;0.000000;0.000000
01016;1108.253454;-110.863578;7994.174192;1435.963571;Arbigny;57.079194;477.695148;-80.883317;632.479673
01017;-98.796315;202.922960;9732.895307;1150.207534;Argis;0.000000;0.000000;-1.670723;197.044248
01019;0.000000;0.000000;0.000000;0.000000;Armix;0.000000;0.000000;0.000000;0.000000
01022;987.193364;-19.169491;25196.454252;7229.952459;Artemare;34.596131;766.884082;655.397798;15802.339921
01023;0.000000;0.000000;0.000000;0.000000;Asnières-sur-Saône;-105.741007;265.671690;96.724296;1523.757439
01024;3762.965323;433.606926;50366.921838;7399.078300;Attignat;-348.343421;39556.474200;954.359526;45160.382446
01025;3517.279377;-375.787551;56983.977618;9568.339394;Bâgé-la-Ville;9.203160;9.203160;811.124067;5013.575331
01026;1535.136076;-103.291580;15737.154431;4564.814861;Bâgé-le-Châtel;-4.180166;575.354185;159.377812;1862.626012
01027;1647.276515;517.993940;28408.696079;7528.679898;Balan;1142.960955;15823.772132;-970.292834;19823.571228
01028;1492.786530;-20.073687;11701.204585;1189.786939;Baneins;0.000000;0.000000;0.000000;0.000000
01029;891.880647;234.709962;12276.773601;3528.158228;Beaupont;20.404642;294.833365;202.008216;3586.178557
01030;1083.936805;176.465003;13630.202953;2778.989500;Beauregard;0.000000;0.000000;-14.782067;69.955531
01031;1828.650710;-696.217881;45729.049771;17451.302689;Bellignat;-15085.138635;227723.603022;-2556.938805;44232.991714
01032;3155.545860;1154.664177;43291.432354;10363.678974;Béligneux;126.216943;16288.577422;8275.527440;60824.162054
01033;-18997.865795;-9977.376957;141116.291832;51344.032134;Bellegarde-sur-Valserine;-1488.052470;94615.633537;8639.878230;86400.946004
01034;-14244.531309;-9484.463731;111550.526270;45176.734685;Belley;-13057.797440;97866.827218;-1961.153767;91822.492380
01035;280.446556;11.121582;5435.733924;811.150474;Belleydoux;0.000000;0.000000;-135.585186;230.422236
01036;1148.974922;52.002204;12398.965096;1064.277595;Belmont-Luthézieu;-31.019098;23.081259;217.445760;8205.711240
01037;682.656178;74.283482;6252.808787;733.569236;Bénonces;0.000000;0.000000;0.000000;0.000000
01038;591.503094;-260.052045;12861.151478;2033.056372;Bény;0.000000;0.000000;383.473544;1023.327602
01039;564.557463;102.522433;9246.912566;1687.813101;Béon;-388.669359;1434.178792;-320.177055;6114.922370
01040;468.677501;182.550320;7716.027854;2764.420164;Béréziat;-150.581384;112.071582;0.000000;0.000000
01041;346.943407;149.615386;14141.739744;1629.449942;Bettant;0.000000;0.000000;-25.187237;281.477256
01042;536.941257;19.107578;5177.972546;791.139988;Bey;0.000000;0.000000;0.000000;0.000000
01043;2912.406745;1519.600423;77737.473011;24499.061501;Beynost;-5257.364103;90806.372408;-1328.669086;122689.257631
01044;2049.710582;-83.480071;12561.861058;1566.400446;Billiat;118.053789;1021.255890;12.177643;153.762748
01045;489.672812;58.147190;5167.332819;922.619080;Birieux;0.000000;0.000000;83.508597;666.877263
01046;965.091149;67.276204;15173.048593;2063.890453;Biziat;0.000000;0.000000;83.260860;367.132315
01047;1621.831876;330.375122;19339.040935;3394.481984;Blyes;-8646.777968;44829.174823;-169.324933;41928.371800
01049;2259.629621;992.234616;52227.666478;11799.096352;La Boisse;-882.905286;15565.003798;-1720.029769;31384.628434
01050;709.005248;-190.203722;4909.619559;944.778872;Boissey;0.000000;0.000000;128.663828;128.663828
01051;-36.120201;1.242228;2113.071276;504.808524;Bolozon;0.000000;0.000000;0.000000;0.000000
01053;-58179.513464;-40907.035846;346328.843697;205055.737607;Bourg-en-Bresse;67307.145215;459580.523202;4897.023589;534748.953163
01054;2876.152143;-89.850546;26433.884486;1785.209571;Bourg-Saint-Christophe;0.000000;0.000000;7.478817;711.239179
01056;318.366523;-133.083962;7155.450412;1397.421728;Boyeux-Saint-Jérôme;-24.054994;94.982524;-312.173509;346.042861
01057;708.178887;12.744374;8372.249125;1058.790106;Boz;2286.141525;3012.141512;-1257.119914;4703.306375
01058;623.093367;-46.530608;14188.304726;3740.059551;Brégnier-Cordon;-211.207698;2775.813754;709.708636;2584.364958
01059;72.571359;115.617532;1644.030471;591.256980;Brénaz;0.000000;0.000000;0.000000;0.000000
01060;632.601083;-180.535585;8796.092296;2088.173435;Brénod;134.879314;1492.531197;5.428361;417.987415
01061;1241.200896;122.597053;22585.875286;1893.825686;Brens;-721.956173;381.759509;-106.023840;4412.685334
01062;1759.249923;141.507453;13772.734441;1743.131349;Bressolles;602.098855;44656.041280;-33.970376;4685.763836
01063;256.018924;153.363918;9922.001560;2051.217032;Brion;-2880.964546;101809.970929;-18421.521383;6665.344049
01064;1275.951887;265.095018;20636.757201;2846.189822;Briord;-192.832786;6033.229754;4136.603518;12463.108284
01065;1286.279276;118.206341;32286.532292;5133.331188;Buellas;1129.140398;2813.824668;346.448896;800.212816
01066;-9.248288;10.381607;1645.137225;428.439314;La Burbanche;-8.971799;265.921883;6.434094;553.471453
01067;87.067863;235.624373;5039.436561;1111.613950;Ceignes;44.109776;1414.471232;146.545182;6085.553231
01068;738.172241;67.134521;14281.955877;3597.305863;Cerdon;-79.625738;31.828368;34.342877;991.724086
01069;1092.654778;260.118322;23408.919500;3964.870464;Certines;6730.695371;11427.255061;130.408867;1998.199419
01071;10267.110938;161.459011;89737.782251;14093.350155;Cessy;-321.122860;3364.089929;2548.664389;12143.736966
01072;4591.571546;1040.176141;50543.695014;10731.458970;Ceyzériat;2149.722699;15268.191115;1463.609904;11207.786931
01073;1951.120994;-28.412096;23080.912263;2170.598870;Ceyzérieu;0.000000;0.000000;109.379658;222.071179
01074;1774.960946;69.243442;38485.477718;10885.853552;Chalamont;-77.672597;1757.239454;143.774904;20035.926789
01075;2225.149956;101.750627;23719.629967;3641.763818;Chaleins;-271.609829;13682.750637;1788.195370;4720.116848
01076;87.623253;46.352001;2904.944119;538.233887;Chaley;166.276800;383.257217;0.000000;0.000000
01077;412.936853;101.309916;3648.205004;661.483228;Challes-la-Montagne;0.000000;0.000000;0.000000;0.000000
01078;4678.401542;473.396698;35926.642176;3768.274085;Challex;-56.914963;119.853101;214.242878;2191.595538
01079;964.132151;284.540478;12752.055907;6051.685387;Champagne-en-Valromey;0.000000;0.000000;122.315777;3491.151243
01080;874.342845;317.422093;8436.073357;2012.028755;Champdor-Corcelles;-33.606763;6.721353;0.000000;0.000000
01081;2204.629681;179.529650;14795.867092;3431.434207;Champfromier;-10057.351318;60106.660645;364.349909;364.349909
01082;786.474126;-27.596822;10148.268930;1922.901211;Chanay;0.000000;0.000000;-161.615587;3397.017633
01083;2280.956859;115.935219;16734.032485;3087.418511;Chaneins;-46.300817;2722.702527;-252.681113;150.025672
01084;1526.147530;40.632729;14713.558175;2050.276960;Chanoz-Châtenay;0.000000;0.000000;42.350075;208.054303
01085;105.440641;-19.383313;7028.117770;2378.634112;La Chapelle-du-Châtelard;0.000000;0.000000;87.438186;1678.513504
01087;599.977694;131.240690;4383.930079;1210.520674;Charix;-113.748795;38.410031;-82.543753;2410.134106
01088;1535.499718;228.649210;20925.130995;3395.767677;Charnoz-sur-Ain;0.000000;0.000000;-1213.635303;1717.325535
01089;2125.647937;1141.837994;32590.384706;8726.426492;Château-Gaillard;3980.854759;17022.535919;1275.897487;16101.089249
01090;177.615546;38.637902;6845.519964;2484.008361;Châtenay;0.000000;0.000000;454.579202;454.579202
01091;6466.579382;907.357943;60560.521020;15562.572993;Châtillon-en-Michaille;-6477.798766;91551.789595;392.668575;26129.781723
01092;2107.643570;-221.870228;34068.446547;4933.075937;Châtillon-la-Palud;-32.231620;444.218043;333.143889;1162.360089
01093;3189.804300;1007.315850;75599.058018;29028.538621;Châtillon-sur-Chalaronne;2534.131989;110762.786722;3046.527637;35420.733547
01094;1592.434189;-171.951486;12871.161650;1650.491973;Chavannes-sur-Reyssouze;0.000000;0.000000;160.085495;629.036566
01095;484.758349;110.107492;12533.017969;3117.825844;Chavannes-sur-Suran;2039.986385;25624.747915;0.000000;0.000000
01096;762.984584;-27.528045;16946.118940;4242.172947;Chaveyriat;50.586865;1487.707545;140.826857;140.826857
01097;395.472322;-219.718895;5010.154817;710.175644;Chavornay;0.000000;0.000000;-512.141861;200.457577
01098;2112.160675;-465.464818;15307.462606;5636.976922;Chazey-Bons;386.835594;6246.662590;139.569012;9706.152841
01099;1888.111485;375.591668;31457.841260;4417.540330;Chazey-sur-Ain;-266.223654;4672.205485;-177.367061;6400.838888
01100;0.000000;0.000000;0.000000;0.000000;Cheignieu-la-Balme;0.000000;0.000000;0.000000;0.000000
01101;281.217601;-4.057099;2569.011338;581.430973;Chevillard;-57.053012;198.253277;0.000000;0.000000
01102;1260.263525;-3.489936;16321.071721;3994.805373;Chevroux;-47.077366;1966.553611;0.000000;0.000000
01103;4411.046913;243.022908;29599.377648;3524.384977;Chevry;258.997806;258.997806;-756.534942;208.746416
01104;1138.705322;-33.623386;9211.302278;3903.836813;Chézery-Forens;41.705358;1182.709071;1528.080632;2623.698783
01106;1352.348202;158.940680;1352.348202;158.940680;Cize;-4.065615;32.855346;-209.415662;1029.716726
01107;397.772273;-19.804735;2892.252446;318.652216;Cleyzieu;0.000000;0.000000;0.000000;0.000000
01108;1709.559401;265.326086;20676.560884;6728.445164;Coligny;230.115110;689.744979;171.110455;4615.094536
01109;5493.895028;382.501526;44271.968582;5646.515688;Collonges;-122.354490;729.546922;348.062557;2413.496978
01110;314.684707;127.954465;2677.735901;377.314704;Colomieu;0.000000;0.000000;0.000000;0.000000
01111;-105.871869;-101.398464;2531.957653;1062.436232;Conand;0.000000;0.000000;-6.176136;1.235227
01112;463.772681;208.602997;7170.815582;2095.555861;Condamine;235.365737;2395.044782;0.000000;0.000000
01113;1304.008662;-58.902295;13834.486135;5296.746997;Condeissiat;0.000000;0.000000;-133.409976;2582.190211
01114;1357.452618;94.019519;10669.063806;1634.898211;Confort;-153.273806;8202.808204;-5580.147894;3823.065006
01115;2588.615845;178.379160;25273.381531;4510.680648;Confrançon;-440.343631;3485.392884;1744.139223;2104.520171
01116;171.446403;142.899359;10312.507894;1345.427885;Contrevoz;0.000000;0.000000;120.764411;360.580703
01117;1455.902197;166.630376;1455.902197;166.630376;Conzieu;0.000000;0.000000;10.929517;10.929517
01118;2423.299764;201.410201;22929.924748;4055.090672;Corbonod;147.607264;2137.551155;1014.074118;3196.078071
01119;264.472052;41.119767;3155.976375;834.251044;Corcelles;0.000000;0.000000;0.000000;0.000000
01121;109.511973;-39.687912;1889.894850;471.273869;Corlier;172.422345;1608.245738;0.000000;0.000000
01122;871.523992;-31.686471;14602.678396;2536.796901;Cormaranche-en-Bugey;60.963258;3416.306863;-71.442861;1471.872568
01123;706.593701;63.655616;19457.008305;2120.863612;Cormoranche-sur-Saône;-51.867580;3240.849215;-52.054449;2152.291152
01124;713.212198;4.689937;12005.937711;2207.589176;Cormoz;-114.071899;243.752717;-1112.696832;2514.727398
01125;751.045113;295.221425;14183.216576;3371.809227;Corveissiat;-333.701580;14040.066796;-767.385637;15073.653594
01127;607.770734;358.653023;10648.476907;1720.303177;Courmangoux;0.000000;0.000000;0.000000;0.000000
01128;480.873817;-159.688168;4889.242605;1126.477511;Courtes;0.000000;0.000000;-1.468084;415.275884
01129;235.712626;26.198816;4683.304794;566.459226;Crans;0.000000;0.000000;0.000000;0.000000
01130;1760.683615;349.718391;23872.745979;3061.219614;Cras-sur-Reyssouze;120.457939;4469.643842;-53.906688;193.137844
01133;498.434370;50.204777;9324.141324;1328.854317;Cressin-Rochefort;0.000000;0.000000;120.986079;988.993761
01134;1100.941687;-216.516398;31795.742680;5296.433644;Crottet;700.255826;17453.544181;985.203409;8024.676773
01135;3299.166387;481.875530;43197.300277;6806.678920;Crozet;498.965873;1299.833717;1910.696185;17116.671425
01136;1115.340802;-40.856490;17031.939742;1252.810606;Cruzilles-lès-Mépillat;-2.280947;0.456189;21.104204;473.570609
01138;2955.458493;-268.174885;50848.440036;13223.658367;Culoz;-8102.834977;55589.918302;-103.647033;26149.726485
01139;501.759064;-101.540022;8118.684350;4491.175259;Curciat-Dongalon;-101.906742;650.059028;-9.913038;12.675548
01140;577.834700;334.027671;12668.750751;2715.989988;Curtafond;37.037924;230.987808;46.313277;2047.231951
01141;547.171990;19.275210;8870.331335;792.515031;Cuzieu;0.000000;0.000000;0.000000;0.000000
01142;3895.978855;2280.524418;72445.357102;14135.032178;Dagneux;8449.630524;110185.982839;6850.697209;25781.290076
01143;-17994.350051;-6956.972702;163674.179724;47200.992244;Divonne-les-Bains;2213.684450;2627.038145;2737.669723;111589.656003
01144;1108.588818;79.215408;15883.015372;2420.860791;Dommartin;0.000000;0.000000;61.518291;404.769065
01145;952.725142;-5.659965;22596.518276;4493.125138;Dompierre-sur-Veyle;101.511701;101.511701;23.992731;1297.347411
01146;522.456642;23.038683;8079.850649;1019.663152;Dompierre-sur-Chalaronne;0.000000;0.000000;0.000000;0.000000
01147;627.732743;-130.630046;7827.492150;2139.006741;Domsure;0.000000;0.000000;0.000000;0.000000
01148;448.576950;-327.987196;31931.806437;7038.196071;Dortan;-659.744963;14450.108451;2670.759499;8506.786958
01149;2350.598522;-130.569138;24170.190023;1440.846163;Douvres;0.000000;0.000000;0.000000;0.000000
01150;205.235411;-145.552653;3302.068440;1466.407356;Drom;0.000000;0.000000;0.000000;0.000000
01151;660.361190;-161.216615;22953.091276;3690.180062;Druillat;37.807041;37.807041;-161.861546;946.883952
01152;1072.028995;-271.378695;13093.651021;2812.137265;Échallon;210.313660;1379.949951;0.000000;0.000000
01153;6814.578663;358.164161;49493.104007;4082.125278;Échenevex;91.654339;424.576834;786.349578;11191.558075
01154;847.255524;22.199498;12721.589398;3172.469453;Étrez;846.596921;12335.222188;9501.554278;167170.920419
01155;186.124141;68.522416;2936.371180;1237.397089;Évosges;0.000000;0.000000;-19.480692;123.324376
01156;761.829084;89.750657;15372.425952;1659.081421;Faramans;0.000000;0.000000;0.000000;0.000000
01157;1765.726416;436.535289;37645.448342;7250.900416;Fareins;184.133006;1492.869612;430.644045;2464.398819
01158;2780.521239;157.313525;20237.942364;1804.786084;Farges;-1.907711;8.262907;63.834127;163.357431
01159;3369.046590;312.392625;54798.514325;13778.650026;Feillens;2236.025551;133470.779309;3610.978964;43330.549055
01160;0.000000;0.000000;0.000000;0.000000;Ferney-Voltaire;930.526160;6655.978158;9460.374210;141188.685019
01162;233.509621;84.721912;233.509621;84.721912;Flaxieu;0.000000;0.000000;0.000000;0.000000
01163;2194.793385;-346.030584;37624.920321;7947.206450;Foissiat;-125.706366;1600.419954;629.428469;3942.651673
01165;2334.046834;25.735191;29013.627355;2565.495971;Francheleins;0.000000;0.000000;727.311506;2677.291204
01166;3529.350292;411.856297;37513.933056;3906.939088;Frans;229.261185;4628.013413;14.708942;137.427815
01167;554.821039;50.226048;13086.376470;1014.119197;Garnerans;0.000000;0.000000;0.000000;0.000000
01169;750.889201;25.389615;12473.535330;692.129504;Genouilleux;0.000000;0.000000;0.000000;0.000000
01170;2367.068792;501.927039;15219.190782;3655.139724;Béard-Géovreissiat;6531.742323;14704.918830;-121.224964;6438.157252
01171;499.616264;-160.438128;15824.965064;1291.396245;Géovreisset;-3709.209058;51520.440909;931.729060;14531.210200
01172;180.143958;-93.235470;3110.571851;235.385689;Germagnat;0.000000;0.000000;0.000000;0.000000
01173;-18829.232291;-4580.115189;152117.441744;34976.570927;Gex;3346.328393;7269.322359;1950.651139;65818.214019
01174;533.008281;-5.307002;3659.986927;502.940215;Giron;0.000000;0.000000;6.820441;1056.023307
01175;705.439455;49.904820;12997.011793;2120.801289;Gorrevod;-835.926742;9058.979930;222.505101;2004.821515
01176;170.175033;-3.559184;2264.731202;631.130589;Le Grand-Abergement;0.000000;0.000000;23.568935;108.955550
01177;387.454930;19.255507;3884.362291;960.144712;Grand-Corent;0.000000;0.000000;0.000000;0.000000
01179;1552.787355;-14.978625;32927.131408;4662.651734;Grièges;755.180285;54310.441221;-48.877575;1411.716531
01180;1866.064342;368.291496;21317.521974;3787.618026;Grilly;0.000000;0.000000;44.226064;2275.818040
01181;1142.979921;429.259385;18151.683410;3616.026605;Groissiat;29987.255138;99217.024240;534.049851;28392.702203
01182;506.265515;-42.444649;5814.488256;1800.922906;Groslée;2.149344;56.725678;-2.743171;230.453492
01183;1448.093328;579.069789;23198.362043;5819.002358;Guéreins;492.679270;4717.925781;1070.503386;6137.042796
01184;1323.353223;57.323188;15431.975270;2271.721130;Hautecourt-Romanèche;246.846678;979.140839;-36.205048;270.469144
01185;1215.232835;974.990818;49217.584107;19362.556061;Hauteville-Lompnes;61.552830;3653.447281;326.469132;51408.989236
01186;143.055096;84.314621;1424.971754;624.787434;Hostiaz;0.000000;0.000000;0.000000;0.000000
01187;1893.607139;562.438710;8405.000873;4413.072923;Haut Valromey;1567.745123;9539.594424;-369.547689;1446.188450
01188;514.870336;-415.329749;12571.646592;2382.030653;Illiat;0.000000;0.000000;0.000000;0.000000
01189;1925.164273;172.796038;27537.029022;4561.364816;Injoux-Génissiat;-203.044454;1386.414226;193.355997;1100.011109
01190;-126.791524;46.990640;2449.277034;1009.225960;Innimond;0.000000;0.000000;0.000000;0.000000
01191;206.862201;-39.605725;2863.247324;1100.035869;Izenave;-18.138356;230.660640;0.000000;0.000000
01192;2062.000595;-178.387225;31184.965705;9848.090498;Izernore;-1346.123686;234085.151136;-13454.873009;47954.447248
01193;299.164817;-16.001575;3891.766752;486.837882;Izieu;36.652304;36.652304;130.549846;447.396594
01194;0.000000;0.000000;0.000000;0.000000;Jassans-Riottier;380.225735;23353.196528;490.869267;25925.233655
01195;2552.076460;292.518768;30564.676154;5361.762897;Jasseron;40.635394;1194.880149;1352.870274;13630.042936
01196;1463.490835;0.879846;21485.608161;5061.705623;Jayat;-609.534057;7067.827139;783.606361;13513.767245
01197;174.444757;51.264113;7208.517578;911.574403;Journans;0.000000;0.000000;0.000000;0.000000
01198;610.775158;47.513913;4775.017508;1101.008838;Joyeux;0.000000;0.000000;0.000000;0.000000
01199;1559.418461;-458.672340;38256.501649;6179.561964;Jujurieux;-251.373645;2924.582646;227.142719;5937.834278
01200;388.258289;17.620549;4057.711961;700.758659;Labalme;0.000000;0.000000;23.307944;34.685436
01202;-16080.652469;-5039.605797;106715.711864;23494.699790;Lagnieu;25165.911537;541293.544813;477.013031;26528.135355
01203;2156.723782;69.110729;24251.806323;3161.430386;Laiz;185.334383;2126.751021;1646.563378;24815.041668
01204;2004.761669;301.457360;6304.832500;1874.840247;Le Poizat-Lalleyriat;5.087519;143.583189;130.189847;1140.281381
01205;1280.509065;-71.835430;20709.965223;2229.334106;Lancrans;5066.608131;5939.270972;51.941012;1687.234171
01206;355.960589;-43.917974;4097.396982;334.750768;Lantenay;0.000000;0.000000;0.000000;0.000000
01208;102.379060;19.549847;2973.644654;381.618415;Lavours;-273.749335;695.138846;-466.537467;1520.680899
01209;2602.440982;114.282435;14872.916579;1668.333718;Léaz;0.000000;0.000000;86.153002;913.078925
01210;372.251506;211.057217;6869.497021;5836.026888;Lélex;19.685099;19.685099;-1194.201632;15522.415082
01211;2094.190931;-113.628499;26551.779099;5381.925483;Lent;238.030136;1487.057298;173.619211;1853.928288
01212;1327.895327;-119.015149;12899.285306;3011.366274;Lescheroux;230.461551;230.461551;13.650309;13.650309
01213;1543.658485;36.269717;22633.012038;4018.098785;Leyment;8117.144803;10920.379015;86.889015;2916.123901
01214;40.463655;1.806905;2499.866933;485.885287;Leyssard;0.000000;0.000000;-21.258128;64.832554
01215;0.000000;0.000000;0.000000;0.000000;Lhôpital;0.000000;0.000000;0.000000;0.000000
01216;496.886693;-620.902047;14892.243471;3504.893769;Lhuis;916.568013;951.464922;130.118924;1765.901254
01218;21.225246;136.857355;1589.216141;802.569074;Lochieu;0.000000;0.000000;0.000000;0.000000
01219;443.340484;-3.282683;3393.556052;537.255795;Lompnas;0.000000;0.000000;0.000000;0.000000
01221;-649.598267;-184.886682;1740.279865;475.062879;Lompnieu;0.000000;0.000000;0.000000;0.000000
01224;5438.806723;162.457625;60066.290278;9605.397022;Loyettes;5281.401345;19217.038041;388.231165;10428.299014
01225;220.282527;309.614279;8640.748164;1302.925180;Lurcy;0.000000;0.000000;28.990874;2227.832489
01227;1047.187009;187.530246;9561.360015;852.925521;Magnieu;212.631558;212.631558;0.000000;0.000000
01228;775.660452;985.349908;10879.784351;3970.545837;Maillat;1036.157842;28313.301125;-176.738031;8526.737127
01229;2124.257065;365.596307;18243.938715;3178.777815;Malafretaz;26.703480;2728.209951;558.145581;6144.194030
01230;493.197036;169.409348;5706.413461;1907.096108;Mantenay-Montlin;125.670180;1512.439081;0.000000;0.000000
01231;2421.744237;295.302621;32323.172930;6569.657549;Manziat;-102.569785;53764.937201;1059.932806;26016.284595
01232;2110.164546;168.065376;38364.093769;10087.395226;Marboz;-122.605889;4375.865932;173.539699;4273.176465
01233;37.873515;81.998428;2993.065525;586.537389;Marchamp;0.000000;0.000000;0.000000;0.000000
01234;290.330432;38.988619;3413.426267;501.428968;Marignieu;0.000000;0.000000;0.000000;0.000000
01235;1317.515291;376.486967;18473.130489;4330.612321;Marlieux;-153.463438;2529.087711;659.355557;1383.320786
01236;506.827260;-229.450895;20378.117660;2284.719061;Marsonnas;137.463413;137.463413;-189.699073;228.597352
01237;1458.105577;-100.725506;23734.042693;4850.239087;Martignat;18006.066926;161629.004541;26.785762;1822.480877
01238;1837.140354;635.611017;40562.574081;7482.282856;Massieux;-1920.872350;13111.336830;4494.447297;26223.104143
01239;1153.232330;24.415947;12906.040687;1936.371149;Massignieu-de-Rives;0.000000;0.000000;96.604559;2206.553473
01240;557.314264;70.586521;13253.412793;1856.475732;Matafelon-Granges;38.482550;38.482550;466.422367;5181.767409
01241;1240.165254;128.842207;25922.210707;2568.056518;Meillonnas;-347.338606;1232.254195;680.676521;7094.523718
01242;-12.697143;2.339718;2362.737963;568.723562;Mérignat;0.000000;0.000000;0.000000;0.000000
01243;2005.383870;58.149329;25438.796242;2832.952816;Messimy-sur-Saône;0.000000;0.000000;0.000000;0.000000
01244;-15496.489293;-5128.072818;104397.432714;34458.300567;Meximieux;6959.029128;41651.729320;7212.122889;56777.677430
01245;1505.723561;46.981100;16854.211913;2377.082662;Bohas-Meyriat-Rignat;0.000000;0.000000;-2.087068;183.351808
01246;1670.202298;-201.787958;35729.054528;7568.281843;Mézériat;-12680.845296;22621.099888;-43.827232;771.953119
01247;1323.837885;41.875906;13365.462048;5370.328911;Mijoux;19.015184;19.015184;-107.972668;14659.673773
01249;-34769.822151;-13513.118193;80067.215515;29475.098790;Miribel;-4563.605729;181652.913241;-844.497087;117457.274243
01250;3304.344589;128.315653;31872.839082;3028.014381;Misérieux;0.000000;0.000000;300.433585;4874.023923
01252;922.526909;-16.131999;16462.377252;1386.919619;Mogneneins;0.000000;0.000000;70.170311;2011.376982
01254;4247.254102;180.237478;36428.268203;7914.134006;Montagnat;227.290874;3407.854489;2201.010907;6371.934714
01255;1128.093157;-206.051260;13004.932149;1891.646332;Montagnieu;407.917901;1113.034457;-123.958753;907.579688
01257;843.920458;257.010453;6159.523798;1318.567724;Montanges;422.889448;916.185448;-15179.312918;4593.596932
01258;682.760926;199.432126;22214.736299;2247.815022;Montceaux;118.572388;118.572388;744.391039;8319.531592
01259;730.195000;207.081910;12057.038064;2122.029406;Montcet;0.000000;0.000000;0.000000;0.000000
01260;735.529999;-33.134320;4765.641096;1671.615652;Le Montellier;0.000000;0.000000;0.687763;188.899400
01262;0.000000;0.000000;0.000000;0.000000;Montluel;3771.071028;72786.066881;3556.403671;21268.719922
01263;2874.741706;398.656233;67423.501493;10716.960877;Montmerle-sur-Saône;3370.606073;88996.553100;2406.785797;13432.130152
01264;1344.814295;136.048310;18231.410830;3081.527638;Montracol;0.000000;0.000000;-8.391089;373.584511
01265;-5505.219603;-3525.390599;40497.708321;15676.348971;Montréal-la-Cluse;-17999.249175;191912.706994;482.240869;19585.269801
01266;2752.804137;-335.762800;41743.922915;18763.993295;Montrevel-en-Bresse;331.472809;6258.257534;2832.158586;13005.909299
01267;626.578280;-136.126984;15401.664427;4299.266811;Nurieux-Volognat;-5808.056453;147840.785595;-389.292231;3034.076560
01268;380.374780;113.546672;4632.910531;2413.899968;Murs-et-Gélignieux;0.000000;0.000000;33.541622;626.501703
01269;1449.436659;-1215.762053;47473.608048;21820.948600;Nantua;-3969.572354;36273.574647;-1042.230398;16057.454283
01271;765.632056;67.346039;9601.111639;858.318207;Nattages;0.000000;0.000000;0.000000;0.000000
01272;834.541142;20.384337;26879.620890;6557.693188;Neuville-les-Dames;-11.985199;848.672606;751.961020;1171.907270
01273;3410.826385;-330.211091;31614.492820;4363.000818;Neuville-sur-Ain;-898.305869;4818.501195;2058.482165;5089.191762
01274;200.441433;252.205186;8680.155580;3321.118471;Les Neyrolles;-1760.100907;34009.886573;-2782.437918;17577.916692
01275;2031.875478;228.544825;45924.108256;11515.597661;Neyron;1214.193129;14667.435689;102.471858;6012.137692
01276;1258.202396;394.028152;27829.445582;3489.319966;Niévroz;-269.568971;9264.911449;897.416745;7660.035867
01277;-65.266393;-28.278293;2416.377763;428.888049;Nivollet-Montgriffon;0.000000;0.000000;0.000000;0.000000
01279;-501.855183;-133.118403;1101.938700;208.532653;Oncieu;0.000000;0.000000;0.000000;0.000000
01280;-162.151106;33.178387;3081.699805;1121.774081;Ordonnaz;0.000000;0.000000;0.000000;0.000000
01281;3495.158400;259.681704;76499.012706;12201.823985;Ornex;472.397871;472.397871;664.861353;9713.533230
01282;-325.811449;-136.831462;3869.894534;630.754655;Outriaz;-215.779108;15134.259452;4.133551;90.778049
01283;0.000000;0.000000;0.000000;0.000000;Oyonnax;26592.648945;637759.311954;15855.538147;124203.629231
01284;769.355290;338.388219;10369.883873;2668.482044;Ozan;19.526583;1125.483663;808.742684;2745.087730
01285;1007.929186;-12.481493;18626.637708;2550.866735;Parcieux;-27.508587;146.561070;119.373774;2049.357243
01286;2597.489199;217.399599;8985.851283;1209.792638;Parves et Nattages;0.000000;0.000000;0.000000;0.000000
01288;7327.308194;447.863038;52545.766095;6758.556211;Péron;-123.287467;1260.626318;1242.480291;9003.974319
